测量电压值（采集30分钟，每秒钟记录50次）,测量电流值（采集30分钟，每秒钟记录50次）,测量功率值（采集30分钟，每秒钟记录50次）
226.47,0.026248,4.6239
226.47,0.026124,4.5761
226.47,0.026092,4.5785
226.47,0.026181,4.5865
226.47,0.025979,4.5457
226.47,0.026107,4.5708
226.47,0.026305,4.6063
226.47,0.026272,4.6008
226.47,0.026034,4.5617
226.47,0.026427,4.6496
226.47,0.026271,4.597
226.47,0.025985,4.5608
226.47,0.026175,4.5858
226.47,0.026052,4.5423
226.47,0.02621,4.5804
226.47,0.02597,4.5412
226.47,0.026091,4.5377
226.47,0.026257,4.5909
226.47,0.026092,4.5789
226.47,0.026035,4.5325
226.47,0.026306,4.5906
226.47,0.026294,4.6122
226.47,0.026265,4.5883
226.47,0.026291,4.6097
226.47,0.026106,4.5565
226.47,0.026327,4.6074
226.47,0.02633,4.6085
226.47,0.02616,4.5976
226.47,0.026256,4.5953
226.47,0.026176,4.5763
226.47,0.026272,4.6148
226.47,0.026285,4.6033
226.47,0.02606,4.5417
226.47,0.02613,4.5579
226.47,0.026214,4.5847
226.47,0.026256,4.6376
226.47,0.026266,4.5982
226.47,0.026248,4.5913
226.47,0.026119,4.5932
226.47,0.026164,4.572
226.47,0.026109,4.5892
226.47,0.026268,4.6115
226.47,0.026192,4.5929
226.47,0.026048,4.5808
226.47,0.026098,4.5779
226.47,0.026173,4.6136
226.47,0.026185,4.5865
226.47,0.026239,4.593
226.47,0.026366,4.6345
226.47,0.02606,4.5823
226.47,0.02631,4.6051
226.47,0.026199,4.6032
226.47,0.02623,4.58
226.47,0.026268,4.6006
226.47,0.026201,4.587
226.47,0.026236,4.5828
226.47,0.026407,4.6476
226.47,0.026135,4.5819
226.47,0.026142,4.5601
226.47,0.026233,4.6156
226.47,0.026255,4.5956
226.47,0.026173,4.5586
226.47,0.026133,4.5694
226.47,0.026156,4.5869
226.47,0.026178,4.588
226.47,0.026268,4.5942
226.47,0.026149,4.5723
226.47,0.026409,4.6088
226.47,0.026229,4.6037
226.47,0.026216,4.6009
226.47,0.026107,4.5792
226.47,0.026159,4.582
226.47,0.026157,4.5703
226.47,0.026141,4.56
226.47,0.026109,4.5735
226.47,0.02613,4.5645
226.47,0.026338,4.6117
226.47,0.026161,4.608
226.47,0.026282,4.6261
226.47,0.026451,4.638
226.47,0.026163,4.5896
226.47,0.026249,4.5957
226.47,0.02629,4.6156
226.47,0.02589,4.5282
226.47,0.026394,4.6245
226.47,0.026077,4.5656
226.47,0.026272,4.6048
226.47,0.026206,4.6129
226.47,0.026155,4.5772
226.47,0.026153,4.5605
226.47,0.026404,4.6404
226.47,0.026247,4.6028
226.47,0.025953,4.562
226.47,0.0263,4.5831
226.47,0.026346,4.5991
226.47,0.026363,4.6127
226.47,0.026266,4.5625
226.47,0.026177,4.5975
226.47,0.026174,4.5781
226.47,0.026159,4.5969
226.47,0.026284,4.6032
226.47,0.026413,4.6521
226.47,0.026019,4.5629
226.47,0.026022,4.5584
226.47,0.026374,4.5895
226.47,0.026029,4.5567
226.47,0.026233,4.5963
226.47,0.026201,4.6177
226.47,0.026137,4.5572
226.47,0.026056,4.5628
226.47,0.026227,4.5867
226.47,0.026235,4.6192
226.47,0.026182,4.6133
226.47,0.026206,4.609
226.47,0.02607,4.5594
226.47,0.02615,4.565
226.47,0.026446,4.622
226.47,0.026178,4.5741
226.47,0.026124,4.582
226.47,0.026172,4.5936
226.47,0.026306,4.6122
226.47,0.026083,4.5759
226.47,0.026068,4.562
226.47,0.026352,4.6191
226.47,0.026116,4.591
226.47,0.026194,4.593
226.47,0.02613,4.57
226.47,0.02627,4.6323
226.47,0.026174,4.5815
226.47,0.026289,4.6179
226.47,0.026153,4.5707
226.47,0.026255,4.5877
226.47,0.026181,4.5811
226.47,0.026262,4.6025
226.47,0.026181,4.5642
226.47,0.026202,4.599
226.47,0.026321,4.5886
226.47,0.026227,4.5653
226.47,0.026097,4.5595
226.47,0.026285,4.5961
226.47,0.026292,4.5975
226.47,0.026238,4.6035
226.47,0.026297,4.6017
226.47,0.026323,4.6184
226.47,0.026209,4.5708
226.47,0.0261,4.5535
226.47,0.026299,4.6274
226.47,0.026212,4.5823
226.47,0.026158,4.5777
226.47,0.026313,4.6095
226.47,0.025976,4.5409
226.47,0.026266,4.612
226.47,0.026302,4.6398
226.47,0.026171,4.5854
226.47,0.025961,4.5453
226.47,0.026253,4.5704
226.47,0.026447,4.6495
226.47,0.026028,4.5535
226.47,0.026081,4.5556
226.47,0.026273,4.5905
226.47,0.026172,4.5638
226.47,0.026156,4.592
226.47,0.026444,4.6024
226.47,0.026309,4.6052
226.47,0.026095,4.5654
226.47,0.026048,4.5735
226.47,0.026105,4.5545
226.47,0.026086,4.5646
226.47,0.026382,4.6368
226.47,0.026218,4.5739
226.47,0.026154,4.5979
226.47,0.026278,4.6129
226.47,0.026234,4.6396
226.47,0.026136,4.5684
226.47,0.026311,4.6164
226.47,0.026306,4.6261
226.47,0.026228,4.6254
226.47,0.026052,4.5852
226.47,0.026181,4.6011
226.47,0.026056,4.5789
226.47,0.026308,4.599
226.47,0.026217,4.5986
226.47,0.026135,4.571
226.47,0.026146,4.5854
226.47,0.026098,4.6004
226.47,0.026238,4.6027
226.47,0.026247,4.5793
226.47,0.025981,4.5474
226.47,0.026222,4.5989
226.47,0.026084,4.5708
226.47,0.026108,4.5765
226.47,0.026281,4.6028
226.47,0.026224,4.6105
226.47,0.026306,4.6083
226.47,0.026145,4.5752
226.47,0.026281,4.6166
226.47,0.026064,4.5608
226.47,0.026103,4.5829
226.47,0.026184,4.5686
226.47,0.026236,4.5943
226.47,0.025945,4.5409
226.47,0.02612,4.5861
226.47,0.026265,4.6117
226.47,0.026151,4.5798
226.47,0.026122,4.5721
226.47,0.026021,4.5585
226.47,0.026214,4.5893
226.47,0.026289,4.6211
226.47,0.02628,4.6152
226.47,0.026034,4.5744
226.47,0.026192,4.5958
226.47,0.026356,4.6306
226.47,0.026095,4.554
226.47,0.026126,4.5665
226.47,0.02612,4.5738
226.47,0.026096,4.5719
226.47,0.026017,4.543
226.47,0.025885,4.5424
226.47,0.026209,4.5883
226.47,0.02623,4.5979
226.47,0.026188,4.5681
226.47,0.026058,4.557
226.47,0.026005,4.5425
226.47,0.026426,4.6284
226.47,0.026268,4.6099
226.47,0.026115,4.5867
226.47,0.026215,4.5918
226.47,0.026086,4.5522
226.47,0.026195,4.5948
226.47,0.026264,4.5966
226.47,0.026005,4.5502
226.47,0.02584,4.5328
226.47,0.026253,4.5998
226.47,0.02621,4.5926
226.47,0.026098,4.5626
226.47,0.0262,4.5838
226.47,0.026108,4.5606
226.47,0.026137,4.6084
226.47,0.026279,4.6064
226.47,0.026201,4.5739
226.47,0.02636,4.6236
226.47,0.026111,4.5521
226.47,0.026121,4.5662
226.47,0.026063,4.5501
226.47,0.026225,4.6196
226.47,0.026379,4.6284
226.47,0.026183,4.5756
226.47,0.025961,4.5726
226.47,0.026136,4.5952
226.47,0.026216,4.6185
226.47,0.026158,4.5687
226.47,0.026107,4.5603
226.47,0.026144,4.5862
226.47,0.025947,4.5479
226.47,0.026264,4.6114
226.47,0.026067,4.5806
226.47,0.026109,4.5728
226.47,0.026035,4.5483
226.47,0.026182,4.5686
226.47,0.026457,4.6305
226.47,0.026332,4.6058
226.47,0.026044,4.5451
226.47,0.026205,4.6132
226.47,0.026211,4.5819
226.47,0.026161,4.6156
226.47,0.026318,4.5828
226.47,0.026271,4.6247
226.47,0.02613,4.5847
226.47,0.026247,4.605
226.47,0.026155,4.5693
226.47,0.026146,4.5891
226.47,0.026056,4.5738
226.47,0.026149,4.5595
226.46,0.026077,4.5556
226.46,0.026233,4.5938
226.46,0.026204,4.5679
226.46,0.026193,4.6021
226.46,0.026199,4.568
226.46,0.026206,4.5813
226.46,0.025921,4.5256
226.46,0.026109,4.5653
226.46,0.026243,4.6189
226.46,0.02637,4.5871
226.46,0.026158,4.5958
226.46,0.026287,4.6176
226.46,0.026036,4.5671
226.46,0.026156,4.581
226.46,0.026154,4.5697
226.46,0.026238,4.6063
226.46,0.026231,4.5969
226.46,0.026432,4.6123
226.46,0.026096,4.5704
226.46,0.026339,4.6084
226.46,0.026282,4.5953
226.46,0.026287,4.6167
226.46,0.026141,4.5866
226.46,0.02613,4.5812
226.46,0.026207,4.5759
226.46,0.026182,4.5864
226.46,0.02612,4.5618
226.46,0.026127,4.562
226.46,0.026231,4.6004
226.46,0.026239,4.5937
226.46,0.026059,4.5653
226.46,0.026254,4.5867
226.46,0.026215,4.5658
226.46,0.026012,4.5705
226.46,0.026066,4.5689
226.46,0.026138,4.587
226.46,0.026143,4.5628
226.46,0.026167,4.5795
226.46,0.026294,4.5942
226.46,0.026152,4.5951
226.46,0.026231,4.598
226.46,0.026284,4.6018
226.46,0.026319,4.6182
226.46,0.026044,4.567
226.46,0.026237,4.605
226.46,0.026147,4.5881
226.46,0.026211,4.6176
226.46,0.02614,4.5988
226.46,0.026073,4.5633
226.46,0.026134,4.5671
226.46,0.026121,4.5732
226.46,0.026485,4.6376
226.46,0.026225,4.6053
226.46,0.026264,4.6077
226.46,0.026074,4.5745
226.46,0.026141,4.5795
226.46,0.026196,4.6092
226.46,0.026256,4.6002
226.46,0.026303,4.6101
226.46,0.025985,4.5789
226.46,0.026194,4.6168
226.46,0.026445,4.6509
226.46,0.026101,4.5843
226.46,0.026082,4.5796
226.46,0.026228,4.621
226.46,0.026084,4.5717
226.46,0.026309,4.6344
226.46,0.026262,4.6064
226.46,0.026216,4.602
226.46,0.026092,4.582
226.46,0.026214,4.6074
226.46,0.026339,4.6184
226.46,0.026125,4.5728
226.46,0.026288,4.6146
226.46,0.026177,4.5579
226.46,0.026141,4.6025
226.46,0.026165,4.5759
226.46,0.02621,4.581
226.46,0.026373,4.6153
226.46,0.026176,4.5738
226.46,0.026177,4.5968
226.46,0.026266,4.6006
226.46,0.026166,4.5896
226.46,0.026063,4.5667
226.46,0.026111,4.5489
226.46,0.026131,4.5947
226.46,0.026192,4.589
226.46,0.026144,4.5597
226.46,0.026148,4.5609
226.46,0.026143,4.5863
226.46,0.026314,4.604
226.46,0.026133,4.5754
226.46,0.026168,4.5818
226.46,0.026081,4.5539
226.46,0.026226,4.5889
226.46,0.026213,4.6099
226.46,0.026258,4.599
226.46,0.026197,4.6009
226.46,0.026182,4.5887
226.46,0.026238,4.5866
226.46,0.026123,4.5943
226.46,0.026171,4.5734
226.46,0.02611,4.5771
226.46,0.026211,4.5902
226.46,0.026297,4.5992
226.46,0.026223,4.6061
226.46,0.0264,4.6299
226.46,0.026205,4.5959
226.46,0.026096,4.5635
226.46,0.026175,4.5859
226.46,0.026126,4.579
226.46,0.026323,4.6124
226.46,0.02612,4.588
226.46,0.02624,4.6001
226.46,0.026099,4.5555
226.46,0.026217,4.603
226.46,0.026248,4.6115
226.46,0.026067,4.5613
226.46,0.026234,4.6128
226.46,0.026174,4.5821
226.46,0.026217,4.6198
226.46,0.026,4.5582
226.46,0.026252,4.5968
226.46,0.026111,4.5565
226.46,0.026086,4.5719
226.46,0.026393,4.6414
226.46,0.026131,4.5626
226.46,0.02624,4.6025
226.46,0.026182,4.5868
226.46,0.026362,4.6203
226.46,0.026332,4.6102
226.46,0.02629,4.6141
226.46,0.026259,4.6089
226.46,0.026171,4.5897
226.46,0.026185,4.5984
226.46,0.026226,4.5875
226.46,0.026129,4.5675
226.46,0.026405,4.6188
226.46,0.026093,4.5632
226.46,0.026193,4.601
226.46,0.026357,4.6183
226.46,0.026317,4.6251
226.46,0.026352,4.6456
226.46,0.02628,4.5979
226.46,0.026444,4.6502
226.46,0.026264,4.5819
226.46,0.026258,4.5859
226.46,0.026251,4.5838
226.46,0.026237,4.5867
226.46,0.02628,4.5924
226.46,0.026217,4.5963
226.46,0.026048,4.5692
226.46,0.026221,4.5774
226.46,0.026162,4.5738
226.46,0.026252,4.5985
226.46,0.026167,4.5761
226.46,0.026315,4.6238
226.46,0.026095,4.5764
226.46,0.025986,4.5487
226.46,0.026342,4.6118
226.46,0.026031,4.5422
226.46,0.026171,4.5811
226.46,0.02638,4.639
226.46,0.026055,4.5739
226.46,0.026275,4.6053
226.46,0.026428,4.6214
226.46,0.026068,4.5745
226.46,0.026209,4.5876
226.46,0.025917,4.5565
226.46,0.02615,4.5846
226.46,0.026318,4.6168
226.46,0.026083,4.5584
226.46,0.026121,4.5644
226.46,0.026242,4.591
226.46,0.026094,4.5837
226.46,0.026293,4.6035
226.46,0.026247,4.6122
226.46,0.026143,4.5819
226.46,0.026155,4.5765
226.46,0.026155,4.5859
226.46,0.026297,4.6167
226.46,0.026402,4.6482
226.46,0.026219,4.5999
226.46,0.025997,4.5601
226.46,0.026374,4.6342
226.46,0.026075,4.5703
226.46,0.026275,4.6076
226.46,0.026019,4.5596
226.46,0.026269,4.5942
226.46,0.026264,4.5755
226.46,0.026204,4.594
226.46,0.026041,4.5801
226.46,0.026061,4.5656
226.46,0.026259,4.6107
226.46,0.026196,4.572
226.46,0.026135,4.5809
226.46,0.026238,4.6191
226.46,0.026205,4.5867
226.46,0.026214,4.5785
226.46,0.026286,4.5913
226.46,0.026131,4.5741
226.46,0.026262,4.5955
226.46,0.026159,4.5873
226.46,0.026265,4.5987
226.46,0.02629,4.6153
226.46,0.026218,4.5808
226.46,0.026239,4.6311
226.46,0.026204,4.6028
226.46,0.026278,4.5919
226.46,0.026139,4.5705
226.46,0.026199,4.5971
226.46,0.026116,4.5834
226.46,0.026353,4.6192
226.46,0.026174,4.5876
226.46,0.0261,4.5753
226.46,0.026114,4.5635
226.46,0.026247,4.5913
226.46,0.026211,4.5928
226.46,0.026191,4.5846
226.46,0.026347,4.6061
226.46,0.026126,4.5693
226.46,0.02622,4.592
226.46,0.026167,4.6011
226.46,0.026355,4.6269
226.46,0.026131,4.5699
226.46,0.026154,4.5819
226.46,0.02613,4.5968
226.46,0.026144,4.5782
226.46,0.026167,4.5788
226.46,0.02615,4.5683
226.46,0.026228,4.6029
226.46,0.026058,4.5546
226.46,0.02603,4.5469
226.46,0.026179,4.6026
226.46,0.026134,4.5847
226.46,0.026075,4.5505
226.46,0.02624,4.618
226.46,0.026147,4.5797
226.46,0.026316,4.6404
226.46,0.02623,4.6221
226.46,0.026135,4.57
226.46,0.026279,4.6225
226.46,0.026244,4.59
226.46,0.026206,4.5962
226.46,0.026301,4.5966
226.46,0.026387,4.6188
226.46,0.026389,4.615
226.46,0.026287,4.6239
226.46,0.026161,4.5994
226.46,0.026265,4.6019
226.46,0.025977,4.5195
226.46,0.0262,4.5984
226.46,0.02621,4.5944
226.46,0.02628,4.6013
226.46,0.026202,4.592
226.46,0.026112,4.5856
226.46,0.026181,4.5933
226.46,0.026301,4.621
226.46,0.02599,4.531
226.46,0.026256,4.6017
226.46,0.026102,4.5943
226.46,0.026069,4.576
226.46,0.02603,4.5506
226.46,0.0261,4.549
226.46,0.026107,4.5906
226.46,0.026156,4.575
226.46,0.026154,4.5923
226.46,0.026207,4.6072
226.46,0.026037,4.5723
226.46,0.026346,4.5791
226.46,0.026021,4.5619
226.46,0.02631,4.6063
226.46,0.026226,4.6033
226.46,0.02634,4.6087
226.46,0.026145,4.6066
226.46,0.026331,4.626
226.46,0.026227,4.5879
226.46,0.026323,4.6256
226.46,0.026103,4.5839
226.46,0.02625,4.5807
226.46,0.026316,4.623
226.46,0.026072,4.5642
226.46,0.026225,4.5985
226.46,0.026376,4.6436
226.46,0.026083,4.5563
226.46,0.026466,4.6299
226.46,0.026172,4.5751
226.46,0.026323,4.6289
226.46,0.026198,4.5798
226.46,0.026158,4.611
226.46,0.026121,4.5501
226.46,0.026126,4.5718
226.46,0.026167,4.586
226.46,0.026246,4.5966
226.46,0.026165,4.57
226.46,0.026225,4.6227
226.46,0.026062,4.5547
226.46,0.026031,4.5734
226.46,0.02629,4.6031
226.46,0.026008,4.5385
226.46,0.026183,4.5704
226.46,0.026148,4.5612
226.46,0.026137,4.5782
226.46,0.026181,4.5797
226.46,0.026112,4.5773
226.46,0.026209,4.5768
226.46,0.026262,4.5923
226.46,0.026102,4.5799
226.46,0.026189,4.5776
226.46,0.026029,4.5141
226.46,0.026383,4.6347
226.46,0.026423,4.6173
226.46,0.026207,4.5911
226.46,0.026306,4.6214
226.46,0.026223,4.6081
226.46,0.026151,4.5671
226.46,0.02604,4.5657
226.46,0.026207,4.6
226.46,0.025905,4.5254
226.46,0.026274,4.6274
226.46,0.026122,4.5998
226.46,0.026148,4.5938
226.46,0.02618,4.5624
226.46,0.026333,4.6008
226.46,0.026113,4.5677
226.46,0.026243,4.5796
226.46,0.026247,4.6021
226.46,0.026047,4.5606
226.46,0.02613,4.5794
226.46,0.026066,4.5569
226.46,0.026211,4.5983
226.46,0.026151,4.6042
226.46,0.026145,4.6005
226.46,0.02612,4.5518
226.46,0.026331,4.6284
226.46,0.02625,4.6178
226.46,0.026145,4.5827
226.46,0.026152,4.58
226.46,0.025966,4.5627
226.46,0.026073,4.548
226.46,0.026202,4.5793
226.46,0.026275,4.5847
226.46,0.026282,4.5885
226.46,0.026041,4.5534
226.46,0.026171,4.5781
226.46,0.026242,4.6249
226.46,0.026167,4.584
226.46,0.026289,4.6327
226.46,0.026304,4.6048
226.46,0.026111,4.5935
226.46,0.026426,4.6131
226.46,0.026095,4.5845
226.46,0.026234,4.5794
226.46,0.026229,4.5789
226.46,0.026323,4.5917
226.46,0.026331,4.612
226.46,0.026271,4.6054
226.46,0.026281,4.5927
226.46,0.026333,4.5986
226.46,0.026216,4.6076
226.46,0.026223,4.5772
226.46,0.026117,4.5616
226.46,0.026273,4.6285
226.46,0.026262,4.5914
226.46,0.026286,4.6
226.46,0.02612,4.5732
226.46,0.026037,4.5387
226.46,0.026156,4.5444
226.46,0.026186,4.5955
226.46,0.026295,4.5994
226.46,0.02595,4.5335
226.46,0.02612,4.569
226.46,0.026294,4.612
226.46,0.026219,4.5908
226.46,0.026113,4.568
226.46,0.026004,4.5501
226.46,0.02618,4.602
226.46,0.026259,4.6138
226.46,0.026227,4.5989
226.46,0.026133,4.5489
226.46,0.026122,4.5661
226.46,0.02608,4.5687
226.46,0.026231,4.5759
226.46,0.026046,4.5509
226.46,0.026225,4.5756
226.46,0.026172,4.5927
226.46,0.026297,4.5937
226.46,0.026102,4.5857
226.46,0.026278,4.5872
226.46,0.026117,4.5708
226.46,0.026083,4.55
226.46,0.026345,4.6107
226.46,0.026288,4.64
226.46,0.0263,4.5991
226.46,0.026225,4.5981
226.46,0.026274,4.6071
226.46,0.026216,4.5792
226.46,0.026252,4.619
226.46,0.026214,4.573
226.46,0.026227,4.586
226.46,0.025967,4.5304
226.46,0.026294,4.602
226.46,0.026203,4.5689
226.46,0.026168,4.5956
226.46,0.02607,4.5707
226.46,0.026059,4.5754
226.46,0.026169,4.5876
226.46,0.026302,4.6101
226.46,0.026264,4.5906
226.46,0.026273,4.6045
226.46,0.026136,4.5487
226.46,0.026121,4.5744
226.46,0.026118,4.5502
226.46,0.026257,4.6477
226.46,0.026204,4.5983
226.46,0.026026,4.5589
226.46,0.026205,4.6089
226.46,0.026218,4.6147
226.45,0.026163,4.5743
226.45,0.026018,4.5733
226.45,0.02624,4.5866
226.45,0.026123,4.5914
226.45,0.026121,4.6012
226.45,0.026056,4.5854
226.45,0.026146,4.5851
226.45,0.026267,4.611
226.45,0.025936,4.5454
226.45,0.026068,4.5711
226.45,0.02605,4.5459
226.45,0.026102,4.5626
226.45,0.026315,4.6047
226.45,0.026159,4.5739
226.45,0.026153,4.6042
226.45,0.026146,4.5718
226.45,0.026177,4.575
226.45,0.026323,4.6043
226.45,0.026208,4.5758
226.45,0.026141,4.5941
226.45,0.026452,4.6533
226.45,0.026187,4.6028
226.45,0.026352,4.6162
226.45,0.026128,4.5896
226.45,0.02601,4.5577
226.45,0.026365,4.6276
226.45,0.026109,4.5739
226.45,0.026306,4.6083
226.45,0.026029,4.564
226.45,0.026046,4.5328
226.45,0.026255,4.6168
226.45,0.026134,4.5778
226.45,0.026178,4.5802
226.45,0.02624,4.612
226.45,0.026198,4.5881
226.45,0.026061,4.5362
226.45,0.02609,4.5779
226.45,0.026145,4.5683
226.45,0.02629,4.625
226.45,0.026163,4.5769
226.45,0.025929,4.5488
226.45,0.0261,4.5603
226.45,0.026067,4.5565
226.45,0.026068,4.5837
226.45,0.02616,4.565
226.45,0.026143,4.5605
226.45,0.026064,4.5547
226.45,0.026271,4.6175
226.45,0.026166,4.5956
226.45,0.026083,4.5665
226.45,0.026139,4.5642
226.45,0.026115,4.5667
226.45,0.026161,4.5668
226.45,0.026384,4.6382
226.45,0.026091,4.578
226.45,0.026133,4.5706
226.45,0.026175,4.6052
226.45,0.026195,4.5878
226.45,0.02608,4.5743
226.45,0.026191,4.5945
226.45,0.026196,4.5965
226.45,0.026152,4.5783
226.45,0.026171,4.5934
226.45,0.026133,4.5708
226.45,0.026201,4.612
226.45,0.026188,4.5846
226.45,0.026081,4.5623
226.45,0.026247,4.5944
226.45,0.026099,4.564
226.45,0.026278,4.6331
226.45,0.025993,4.5526
226.45,0.026386,4.6158
226.45,0.026187,4.5731
226.45,0.026176,4.5809
226.45,0.026035,4.5838
226.45,0.02616,4.5802
226.45,0.026229,4.5941
226.45,0.026271,4.597
226.45,0.026212,4.5941
226.45,0.02618,4.5718
226.45,0.026289,4.5887
226.45,0.025975,4.5461
226.45,0.026441,4.6525
226.45,0.026245,4.6038
226.45,0.02616,4.5843
226.45,0.026241,4.592
226.45,0.026204,4.5956
226.45,0.026295,4.6166
226.45,0.026248,4.5793
226.45,0.026181,4.5958
226.45,0.026326,4.5925
226.45,0.026195,4.5968
226.45,0.026136,4.6012
226.45,0.026094,4.5651
226.45,0.026294,4.6053
226.45,0.026147,4.5826
226.45,0.026254,4.5939
226.45,0.026175,4.5929
226.45,0.026333,4.5928
226.45,0.02636,4.6187
226.45,0.026275,4.5849
226.45,0.02609,4.5667
226.45,0.026364,4.6012
226.45,0.026268,4.6193
226.45,0.026186,4.6083
226.45,0.025956,4.5397
226.45,0.026163,4.5924
226.45,0.026174,4.5836
226.45,0.026026,4.5552
226.45,0.026291,4.6043
226.45,0.026307,4.6202
226.45,0.026198,4.5915
226.45,0.026087,4.5717
226.45,0.02632,4.6056
226.45,0.026177,4.5826
226.45,0.026269,4.6072
226.45,0.02616,4.6054
226.45,0.026162,4.5889
226.45,0.026296,4.6156
226.45,0.026102,4.5754
226.45,0.026216,4.6034
226.45,0.026313,4.6064
226.45,0.026206,4.6067
226.45,0.026178,4.6052
226.45,0.026328,4.5989
226.45,0.026182,4.5993
226.45,0.026075,4.5786
226.45,0.026131,4.5689
226.45,0.026108,4.5831
226.45,0.026202,4.5877
226.45,0.026155,4.5946
226.45,0.026271,4.6177
226.45,0.02622,4.5887
226.45,0.026287,4.5978
226.45,0.026011,4.5579
226.45,0.026203,4.5782
226.45,0.026176,4.5626
226.45,0.026083,4.561
226.45,0.026094,4.552
226.45,0.026245,4.622
226.45,0.026179,4.5991
226.45,0.02613,4.592
226.45,0.026156,4.5673
226.45,0.026121,4.5696
226.45,0.026135,4.5863
226.45,0.026256,4.5891
226.45,0.02621,4.5805
226.45,0.026153,4.573
226.45,0.026219,4.591
226.45,0.026139,4.5837
226.45,0.026212,4.5739
226.45,0.026157,4.5885
226.45,0.026075,4.5572
226.45,0.026466,4.6415
226.45,0.026061,4.5486
226.45,0.026079,4.5489
226.45,0.02628,4.596
226.45,0.026231,4.5893
226.45,0.026234,4.5921
226.45,0.026133,4.5691
226.45,0.026171,4.5658
226.45,0.026156,4.5206
226.45,0.0262,4.5847
226.45,0.026139,4.5763
226.45,0.026185,4.575
226.45,0.026124,4.5833
226.45,0.026043,4.5426
226.45,0.026127,4.5859
226.45,0.026244,4.5981
226.45,0.026011,4.5813
226.45,0.026195,4.5651
226.45,0.026189,4.5772
226.45,0.026143,4.5821
226.45,0.026216,4.5716
226.45,0.026236,4.6064
226.45,0.026244,4.6132
226.45,0.026065,4.5608
226.45,0.026266,4.5962
226.45,0.026224,4.5781
226.45,0.02621,4.5922
226.45,0.026341,4.6152
226.45,0.026272,4.6023
226.45,0.026168,4.588
226.45,0.026067,4.5663
226.45,0.02631,4.6142
226.45,0.02621,4.5799
226.45,0.026196,4.5735
226.45,0.026218,4.5733
226.45,0.026246,4.6211
226.45,0.02618,4.5921
226.45,0.02631,4.5925
226.45,0.026073,4.5961
226.45,0.026156,4.5801
226.45,0.026103,4.5595
226.45,0.026176,4.5834
226.45,0.02618,4.5856
226.45,0.026116,4.5726
226.45,0.026337,4.6124
226.45,0.026125,4.5614
226.45,0.025954,4.5554
226.45,0.026164,4.5744
226.45,0.026175,4.5727
226.45,0.026116,4.5747
226.45,0.026345,4.6294
226.45,0.026083,4.5605
226.45,0.026043,4.5838
226.45,0.026352,4.6124
226.45,0.026169,4.5815
226.45,0.026306,4.6075
226.45,0.026301,4.6023
226.45,0.026182,4.5949
226.45,0.026111,4.5696
226.45,0.026338,4.6296
226.45,0.026188,4.6202
226.45,0.026247,4.5956
226.45,0.02632,4.6017
226.45,0.026197,4.5963
226.45,0.02616,4.5565
226.45,0.026082,4.567
226.45,0.026089,4.5723
226.45,0.026083,4.5566
226.45,0.026116,4.5708
226.45,0.026224,4.5911
226.45,0.026231,4.586
226.45,0.026244,4.5943
226.45,0.026163,4.6114
226.45,0.026131,4.578
226.45,0.026136,4.6051
226.45,0.026133,4.5812
226.45,0.026184,4.602
226.45,0.02605,4.5438
226.45,0.026047,4.5705
226.45,0.026056,4.5375
226.45,0.026161,4.5828
226.45,0.026072,4.5777
226.45,0.026309,4.6055
226.45,0.026174,4.564
226.45,0.025972,4.5318
226.45,0.026106,4.5654
226.45,0.026281,4.6089
226.45,0.026155,4.5951
226.45,0.02637,4.6307
226.45,0.026279,4.6096
226.45,0.026104,4.5461
226.45,0.026185,4.578
226.45,0.026362,4.5895
226.45,0.025996,4.5583
226.45,0.026233,4.6001
226.45,0.026206,4.5768
226.45,0.026132,4.5935
226.45,0.026266,4.6132
226.45,0.026348,4.6244
226.45,0.026149,4.5845
226.45,0.026136,4.5877
226.45,0.026018,4.564
226.45,0.02607,4.5564
226.45,0.026089,4.5482
226.45,0.026283,4.5978
226.45,0.026233,4.5907
226.45,0.026066,4.5805
226.45,0.026242,4.5869
226.45,0.026145,4.5577
226.45,0.026147,4.5757
226.45,0.026324,4.6268
226.45,0.026229,4.6081
226.45,0.026316,4.6037
226.45,0.026157,4.5907
226.45,0.026204,4.5976
226.45,0.026228,4.5917
226.45,0.026314,4.6044
226.45,0.026066,4.5447
226.45,0.026293,4.5985
226.45,0.026249,4.6084
226.45,0.026165,4.5863
226.45,0.026213,4.5917
226.45,0.026216,4.5745
226.45,0.02616,4.5959
226.45,0.026275,4.5895
226.45,0.026253,4.5992
226.45,0.026218,4.6019
226.45,0.02635,4.6206
226.45,0.026132,4.572
226.45,0.026286,4.5864
226.45,0.02627,4.5902
226.45,0.026137,4.571
226.45,0.026123,4.5648
226.45,0.026132,4.5582
226.45,0.026265,4.5814
226.45,0.026253,4.6109
226.45,0.02613,4.5482
226.45,0.02619,4.5775
226.45,0.026388,4.6216
226.45,0.026224,4.5663
226.45,0.026149,4.5807
226.45,0.026313,4.6009
226.45,0.02623,4.5958
226.45,0.026037,4.5806
226.45,0.026045,4.5627
226.45,0.02616,4.5687
226.45,0.026003,4.5268
226.45,0.026134,4.5899
226.45,0.026166,4.5908
226.45,0.025962,4.5382
226.45,0.026078,4.5652
226.45,0.026371,4.6286
226.45,0.026127,4.6004
226.45,0.026198,4.5641
226.45,0.025934,4.5498
226.45,0.026223,4.6116
226.45,0.026414,4.6224
226.45,0.026089,4.5785
